OGDomain,IPAddr,City,State,Country
Domain: instagram.com.txt, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Domain: instagram.com.txt, IP: 199.109.107.198, Location: Syracuse, New York, US
Domain: instagram.com.txt, IP: 199.109.107.70, Location: New York City, New York, US
Domain: instagram.com.txt, IP: 157.240.69.222, Location: New York City, New York, US
Domain: instagram.com.txt, IP: 157.240.103.116, Location: New York City, New York, US
Domain: instagram.com.txt, IP: 129.134.62.112, Location: Secaucus, New Jersey, US
Domain: instagram.com.txt, IP: 129.134.89.139, Location: Secaucus, New Jersey, US
Domain: gradescope.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 149.43.80.3, Location: Hamilton, New York, US
Domain: gradescope.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.24.3.165, Location: North Syracuse, New York, US
Domain: gradescope.com.txt, IP: 154.54.87.237, Location: Albany, New York, US
Domain: gradescope.com.txt, IP: 154.54.29.173, Location: Brook Park, Ohio, US
Domain: gradescope.com.txt, IP: 154.54.7.129, Location: Chicago, Illinois, US
Domain: gradescope.com.txt, IP: 154.54.44.169, Location: Kansas City, Missouri, US
Domain: gradescope.com.txt, IP: 154.54.31.89, Location: Denver, Colorado, US
Domain: gradescope.com.txt, IP: 154.54.42.97, Location: Salt Lake City, Utah, US
Domain: gradescope.com.txt, IP: 154.54.44.141, Location: Foster City, California, US
Domain: gradescope.com.txt, IP: 154.54.43.14, Location: San Jose, California, US
Domain: gradescope.com.txt, IP: 38.88.224.186, Location: San Jose, California, US
Domain: gradescope.com.txt, IP: 52.93.47.133, Location: San Jose, California, US
Domain: gradescope.com.txt, IP: 150.222.97.85, Location: San Jose, California, US
Domain: linkedin.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 149.43.80.3, Location: Hamilton, New York, US
Domain: linkedin.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Domain: linkedin.com.txt, IP: 199.109.107.198, Location: Syracuse, New York, US
Domain: linkedin.com.txt, IP: 199.109.107.70, Location: New York City, New York, US
Domain: linkedin.com.txt, IP: 104.44.14.141, Location: New York City, New York, US
Domain: open.spotify.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 149.43.80.2, Location: Hamilton, New York, US
Domain: open.spotify.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Domain: open.spotify.com.txt, IP: 199.109.107.101, Location: New York City, New York, US
Domain: open.spotify.com.txt, IP: 199.109.107.202, Location: New York City, New York, US
Domain: open.spotify.com.txt, IP: 206.82.104.62, Location: New York City, New York, US
Domain: chat.openai.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 149.43.80.3, Location: Hamilton, New York, US
Domain: chat.openai.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Domain: chat.openai.com.txt, IP: 199.109.107.198, Location: Syracuse, New York, US
Domain: chat.openai.com.txt, IP: 199.109.107.70, Location: New York City, New York, US
Domain: chat.openai.com.txt, IP: 198.32.160.195, Location: New York City, New York, US
Domain: chat.openai.com.txt, IP: 199.27.132.36, Location: New York City, New York, US
Domain: gmail.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: gmail.com.txt, IP: 149.43.80.2, Location: Hamilton, New York, US
Domain: gmail.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: gmail.com.txt, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Domain: gmail.com.txt, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Domain: gmail.com.txt, IP: 199.109.107.101, Location: New York City, New York, US
Domain: gmail.com.txt, IP: 199.109.107.202, Location: New York City, New York, US
Domain: gmail.com.txt, IP: 199.109.114.18, Location: New York City, New York, US
Domain: gmail.com.txt, IP: 142.251.65.92, Location: Bloomfield, New York, US
Domain: gmail.com.txt, IP: 108.170.236.89, Location: Newark, New Jersey, US
Domain: amazon.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 149.43.80.2, Location: Hamilton, New York, US
Domain: amazon.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Domain: amazon.com.txt, IP: 199.109.107.101, Location: New York City, New York, US
Domain: amazon.com.txt, IP: 199.109.107.202, Location: New York City, New York, US
Domain: amazon.com.txt, IP: 206.82.104.99, Location: Hoboken, New Jersey, US
Domain: amazon.com.txt, IP: 52.93.51.33, Location: New York City, New York, US
Domain: amazon.com.txt, IP: 52.93.1.185, Location: New York City, New York, US
Domain: amazon.com.txt, IP: 52.93.1.40, Location: New York City, New York, US
Domain: docs.google.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: docs.google.com.txt, IP: 149.43.80.2, Location: Hamilton, New York, US
Domain: docs.google.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: docs.google.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: docs.google.com.txt, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Domain: docs.google.com.txt, IP: 199.109.107.198, Location: Syracuse, New York, US
Domain: docs.google.com.txt, IP: 199.109.107.70, Location: New York City, New York, US
Domain: docs.google.com.txt, IP: 72.14.202.166, Location: New York City, New York, US
Domain: docs.google.com.txt, IP: 142.251.65.100, Location: Jersey City, New Jersey, US
Domain: docs.google.com.txt, IP: 192.178.106.156, Location: New York City, New York, US
Domain: docs.google.com.txt, IP: 142.251.69.66, Location: Newark, New Jersey, US
Domain: docs.google.com.txt, IP: 142.251.69.56, Location: Rahway, New Jersey, US
Domain: docs.google.com.txt, IP: 192.178.108.21, Location: New York City, New York, US
Domain: docs.google.com.txt, IP: 216.239.62.25, Location: Harrison, New Jersey, US
Domain: portal.colgate.edu.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: portal.colgate.edu.txt, IP: 149.43.80.3, Location: Hamilton, New York, US
Domain: portal.colgate.edu.txt, IP: 10.9.52.20, Location: Unknown, Unknown, Unknown
Domain: portal.colgate.edu.txt, IP: 10.9.53.103, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 149.43.80.2, Location: Hamilton, New York, US
Domain: moodle.colgate.edu.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Domain: moodle.colgate.edu.txt, IP: 199.109.107.198, Location: Syracuse, New York, US
Domain: moodle.colgate.edu.txt, IP: 199.109.107.70, Location: New York City, New York, US
Domain: moodle.colgate.edu.txt, IP: 198.32.160.64, Location: Hoboken, New Jersey, US
Domain: www.notion.so.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 149.43.80.2, Location: Hamilton, New York, US
Domain: www.notion.so.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Domain: www.notion.so.txt, IP: 199.109.107.198, Location: Syracuse, New York, US
Domain: www.notion.so.txt, IP: 199.109.107.70, Location: New York City, New York, US
Domain: www.notion.so.txt, IP: 198.32.160.195, Location: New York City, New York, US
Domain: www.notion.so.txt, IP: 162.158.156.3, Location: Hoboken, New Jersey, US
Domain: google.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 149.43.80.2, Location: Hamilton, New York, US
Domain: google.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Domain: google.com.txt, IP: 199.109.107.198, Location: Syracuse, New York, US
Domain: google.com.txt, IP: 199.109.107.70, Location: New York City, New York, US
Domain: google.com.txt, IP: 72.14.202.166, Location: New York City, New York, US
Domain: google.com.txt, IP: 142.251.60.226, Location: Bayonne, New Jersey, US
Domain: google.com.txt, IP: 192.178.107.52, Location: New York City, New York, US
Domain: google.com.txt, IP: 209.85.254.129, Location: New York City, New York, US
Domain: google.com.txt, IP: 216.239.62.194, Location: New York City, New York, US
Domain: google.com.txt, IP: 192.178.106.157, Location: Chelsea, New York, US
Domain: google.com.txt, IP: 142.250.46.195, Location: Jersey City, New Jersey, US
Domain: x.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 149.43.80.2, Location: Hamilton, New York, US
Domain: x.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 38.140.35.201, Location: New York City, New York, US
Domain: x.com.txt, IP: 154.54.84.213, Location: Chelsea, New York, US
Domain: x.com.txt, IP: 154.54.0.142, Location: New York City, New York, US
Domain: x.com.txt, IP: 63.223.40.2, Location: Ashburn, Virginia, US
Domain: x.com.txt, IP: 63.223.40.2, Location: Ashburn, Virginia, US
Domain: x.com.txt, IP: 63.218.94.250, Location: Sterling, Virginia, US
Domain: youtube.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 149.43.80.2, Location: Hamilton, New York, US
Domain: youtube.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Domain: youtube.com.txt, IP: 199.109.107.198, Location: Syracuse, New York, US
Domain: youtube.com.txt, IP: 199.109.107.70, Location: New York City, New York, US
Domain: youtube.com.txt, IP: 72.14.202.166, Location: New York City, New York, US
Domain: youtube.com.txt, IP: 216.239.43.62, Location: Elizabeth, New Jersey, US
Domain: youtube.com.txt, IP: 142.251.60.235, Location: Bayonne, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.198, Location: Syracuse, New York, US
Original Domain: docs.google.com, IP: 199.109.107.70, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 72.14.202.166, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.65.98, Location: Mariners Harbor, New York, US
Original Domain: docs.google.com, IP: 142.251.65.95, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.101, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.107.202, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.114.18, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.60.236, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.60.233, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.2, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.198, Location: Syracuse, New York, US
Original Domain: docs.google.com, IP: 199.109.107.70, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 72.14.202.166, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.60.180, Location: Mariners Harbor, New York, US
Original Domain: docs.google.com, IP: 192.178.107.42, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.49.43, Location: Bayonne, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.49.86, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 192.178.106.157, Location: Chelsea, New York, US
Original Domain: docs.google.com, IP: 142.250.46.195, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.101, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.107.202, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.114.18, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.60.236, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.60.233, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.101, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.107.202, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.114.18, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.60.236, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.60.233, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.101, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.107.202, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.114.18, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.60.236, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.60.233, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.198, Location: Syracuse, New York, US
Original Domain: docs.google.com, IP: 199.109.107.70, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 72.14.202.166, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.65.92, Location: Bloomfield, New York, US
Original Domain: docs.google.com, IP: 192.178.106.162, Location: Bayonne, New Jersey, US
Original Domain: docs.google.com, IP: 209.85.255.27, Location: Bayonne, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.66.34, Location: Washington, Washington D.C., US
Original Domain: docs.google.com, IP: 142.250.215.191, Location: Ashburn, Virginia, US
Original Domain: docs.google.com, IP: 216.239.43.232, Location: Oak Grove, Virginia, US
Original Domain: docs.google.com, IP: 142.251.67.255, Location: Ashburn, Virginia, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.101, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.107.202, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.114.18, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.60.236, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.60.233, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.198, Location: Syracuse, New York, US
Original Domain: docs.google.com, IP: 199.109.107.70, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 72.14.202.166, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.65.98, Location: Mariners Harbor, New York, US
Original Domain: docs.google.com, IP: 142.251.65.95, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.198, Location: Syracuse, New York, US
Original Domain: docs.google.com, IP: 199.109.107.70, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 72.14.202.166, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.65.98, Location: Mariners Harbor, New York, US
Original Domain: docs.google.com, IP: 142.251.65.95, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.101, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.107.202, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.114.18, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.60.236, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.60.233, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.108.41, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.101, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.107.202, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 199.109.114.18, Location: New York City, New York, US
Original Domain: docs.google.com, IP: 142.251.60.236, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 142.251.60.233, Location: Jersey City, New Jersey, US
Original Domain: docs.google.com, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 149.43.80.3, Location: Hamilton, New York, US
Original Domain: docs.google.com, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Original Domain: docs.google.com, IP: 199.109.109.57, Location: Rock Hall, Maryland, US
Original Domain: docs.google.com, IP: 199.109.107.198, Location: Syracuse, New York, US
Original Domain: docs.google.com, IP: 199.109.107.70, Location: New York City, New York, US
